title,release_date,budget,revenue,runtime,popularity,vote_average,vote_count,belongs_to_collection,director,lead_actor,profit,profit_margin,production_company,genre1,genre2,genre3
The Wolf of Wall Street,2013-12-25,100000000,407038432,180,21.494,8.029,24670,False,Martin Scorsese,Leonardo DiCaprio,307038432,0.7543229529736396,Red Granite Pictures,Crime,Drama,Comedy
Elevation,2024-11-07,18000000,3300000,91,21.4316,6.5,727,False,George Nolfi,Anthony Mackie,-14700000,-4.454545454545454,Lyrical Media,Action,Science Fiction,Thriller
The Garfield Movie,2024-04-30,60000000,254907482,100,21.3332,7.055,1275,False,Mark Dindal,Chris Pratt,194907482,0.7646204829719356,Alcon Entertainment,Family,Comedy,Adventure
Mission: Impossible - Ghost Protocol,2011-12-07,145000000,694713380,133,21.3322,7.099,10184,True,Brad Bird,Tom Cruise,549713380,0.7912808300885179,Paramount Pictures,Action,Thriller,Adventure
Harry Potter and the Half-Blood Prince,2009-07-15,250000000,933959197,153,21.0824,7.683,19891,True,David Yates,Daniel Radcliffe,683959197,0.7323223532644328,Warner Bros. Pictures,Adventure,Fantasy,
Spider-Man,2002-05-01,139000000,821708551,121,21.064,7.311,19631,True,Sam Raimi,Tobey Maguire,682708551,0.8308402658937403,Marvel Enterprises,Action,Science Fiction,
Smile 2,2024-10-16,28000000,138128854,127,20.966,6.591,1574,True,Parker Finn,Naomi Scott,110128854,0.7972907239207241,Paramount Pictures,Horror,Mystery,
Terrifier 3,2024-10-09,2000000,90322103,125,20.4886,6.845,1601,True,Damien Leone,Lauren LaVera,88322103,0.9778570257603502,Cineverse,Horror,Thriller,
John Wick: Chapter 2,2017-02-08,40000000,171539887,122,20.4321,7.333,13454,True,Chad Stahelski,Keanu Reeves,131539887,0.7668180812081332,Thunder Road,Action,Thriller,Crime
Scouts Guide to the Zombie Apocalypse,2015-10-23,15000000,14900000,93,20.0052,6.5,1969,False,Christopher Landon,Tye Sheridan,-100000,-0.006711409395973154,Broken Road Productions,Comedy,Horror,
Richard Jewell,2019-12-13,45000000,33900000,131,19.9601,7.4,2575,False,Clint Eastwood,Paul Walter Hauser,-11100000,-0.3274336283185841,Warner Bros. Pictures,Drama,,
Zootopia,2016-02-11,150000000,1023784195,109,19.956,7.748,16717,True,Byron Howard,Jason Bateman,873784195,0.8534847473397458,Walt Disney Animation Studios,Animation,Adventure,Family
"Monsters, Inc.",2001-11-01,115000000,579700000,92,19.5479,7.844,18884,True,Pete Docter,John Goodman,464700000,0.8016215283767466,Pixar,Animation,Comedy,Family
The Notebook,2004-05-25,29000000,115600000,123,19.5434,7.9,11906,False,Nick Cassavetes,Ryan Gosling,86600000,0.7491349480968859,New Line Cinema,Romance,Drama,
Kung Fu Panda,2008-06-04,130000000,632091832,90,19.5383,7.3,11945,True,Mark Osborne,Jack Black,502091832,0.7943336815654343,DreamWorks Animation,Action,Adventure,Animation
The Flash,2023-06-13,220000000,271333313,144,19.2081,6.653,4559,False,Andy Muschietti,Ezra Miller,51333313,0.18918912842817792,Warner Bros. Pictures,Adventure,Action,Science Fiction
Harry Potter and the Deathly Hallows: Part 1,2010-11-17,250000000,954305868,146,19.2076,7.741,19513,True,David Yates,Daniel Radcliffe,704305868,0.7380294846934756,Warner Bros. Pictures,Adventure,Fantasy,
Big Hero 6,2014-10-24,165000000,657870525,102,19.2005,7.7,15912,False,Don Hall,Scott Adsit,492870525,0.7491907697187072,Walt Disney Pictures,Adventure,Family,Animation
Mission: Impossible - Rogue Nation,2015-07-28,150000000,682716636,131,19.1958,7.216,9117,True,Christopher McQuarrie,Tom Cruise,532716636,0.7802895197063866,Paramount Pictures,Action,Adventure,
The Beekeeper,2024-01-08,35000000,152720535,105,19.1779,7.307,3603,True,David Ayer,Jason Statham,117720535,0.7708232229542674,Miramax,Action,Crime,Thriller
Aquaman and the Lost Kingdom,2023-12-20,205000000,439381226,124,19.1331,6.607,3102,True,James Wan,Jason Momoa,234381226,0.5334347762960632,Warner Bros. Pictures,Action,Adventure,Fantasy
Grown Ups,2010-06-24,80000000,271430189,102,19.1195,6.395,6305,True,Dennis Dugan,Adam Sandler,191430189,0.7052649143607235,Columbia Pictures,Comedy,,
Furiosa: A Mad Max Saga,2024-05-22,168000000,174287546,149,19.0816,7.478,4193,True,George Miller,Anya Taylor-Joy,6287546,0.036075704456817584,Warner Bros. Pictures,Action,Science Fiction,Adventure
Mission: Impossible III,2006-04-25,150000000,398479497,126,19.0533,6.7,7111,True,J.J. Abrams,Tom Cruise,248479497,0.6235690891770023,Paramount Pictures,Adventure,Action,Thriller
Prisoners,2013-09-19,46000000,122126687,153,19.0068,8.099,12205,False,Denis Villeneuve,Hugh Jackman,76126687,0.6233419481853298,Alcon Entertainment,Drama,Thriller,Crime
The Conjuring: The Devil Made Me Do It,2021-05-25,39000000,206431050,111,18.9823,7.406,6064,True,Michael Chaves,Patrick Wilson,167431050,0.8110749327681083,New Line Cinema,Horror,Mystery,Thriller
Joker,2019-10-01,55000000,1078958629,122,18.9285,8.1,26498,True,Todd Phillips,Joaquin Phoenix,1023958629,0.9490249222521395,Warner Bros. Pictures,Crime,Thriller,Drama
Whiplash,2014-10-10,3300000,50307484,107,18.8375,8.4,15669,False,Damien Chazelle,Miles Teller,47007484,0.9344033981107065,Bold Films,Drama,Music,
Tangled,2010-11-24,260000000,592461732,100,18.7585,7.609,11770,True,Byron Howard,Mandy Moore,332461732,0.5611530906438359,Walt Disney Animation Studios,Animation,Family,Adventure
Paddington in Peru,2024-11-08,90000000,209470312,106,18.7446,6.9,396,True,Dougal Wilson,Ben Whishaw,119470312,0.5703448419936473,Marmalade Pictures,Family,Comedy,Adventure
The Lord of the Rings: The Return of the King,2003-12-17,94000000,1118888979,201,18.5734,8.485,25131,True,Peter Jackson,Elijah Wood,1024888979,0.9159880901820913,New Line Cinema,Adventure,Fantasy,Action
Encanto,2021-10-13,150000000,261289554,102,18.4326,7.592,9734,True,Byron Howard,Stephanie Beatriz,111289554,0.42592423729270096,Walt Disney Animation Studios,Animation,Comedy,Family
Black Panther: Wakanda Forever,2022-11-09,250000000,859102154,162,18.4229,7.059,6861,True,Ryan Coogler,Letitia Wright,609102154,0.7089985180039485,Marvel Studios,Action,Adventure,Science Fiction
Mission: Impossible II,2000-05-24,125000000,546388108,123,18.3967,6.129,7041,True,John Woo,Tom Cruise,421388108,0.7712248891039187,Paramount Pictures,Adventure,Action,Thriller
Pirates of the Caribbean: Dead Man's Chest,2006-07-06,200000000,1066179747,151,18.3825,7.366,16374,True,Gore Verbinski,Johnny Depp,866179747,0.8124143695631465,Walt Disney Pictures,Adventure,Fantasy,Action
The Hobbit: The Battle of the Five Armies,2014-12-10,250000000,956019788,144,18.3128,7.325,14624,True,Peter Jackson,Ian McKellen,706019788,0.7384991365890012,New Line Cinema,Action,Adventure,Fantasy
John Wick,2014-10-22,20000000,88761661,101,18.2709,7.446,19742,True,Chad Stahelski,Keanu Reeves,68761661,0.7746774927972563,87Eleven,Action,Thriller,
Babygirl,2024-12-25,20000000,60934894,115,18.1333,5.76,767,False,Halina Reijn,Nicole Kidman,40934894,0.6717808354602208,A24,Drama,,
Avengers: Age of Ultron,2015-04-22,365000000,1405403694,141,17.9833,7.271,23473,True,Joss Whedon,Robert Downey Jr.,1040403694,0.740288145279345,Marvel Studios,Action,Adventure,Science Fiction
Frozen,2013-11-20,150000000,1274219009,102,17.936,7.2,16884,True,Jennifer Lee,Idina Menzel,1124219009,0.8822808332472459,Walt Disney Pictures,Animation,Family,Adventure
Sonic the Hedgehog 2,2022-03-30,110000000,405421518,123,17.8514,7.5,5520,True,Jeff Fowler,Ben Schwartz,295421518,0.7286774502186142,Original Film,Action,Adventure,Family
Catch Me If You Can,2002-12-16,52000000,352114312,141,17.7575,8.0,16124,False,Steven Spielberg,Leonardo DiCaprio,300114312,0.8523206861299066,Parkes/MacDonald Productions,Drama,Crime,
Migration,2023-12-06,72000000,298776052,83,17.7447,7.4,2020,False,Benjamin Renner,Kumail Nanjiani,226776052,0.7590168304386056,Universal Pictures,Animation,Adventure,Comedy
Cinderella,2015-03-06,95000000,543514353,105,17.7079,6.826,7168,False,Kenneth Branagh,Lily James,448514353,0.82521160761324,Walt Disney Pictures,Romance,Fantasy,Family
Solo: A Star Wars Story,2018-05-15,250000000,392952373,135,17.6637,6.6,8789,False,Ron Howard,Alden Ehrenreich,142952373,0.36379058334379877,Lucasfilm Ltd.,Science Fiction,Adventure,Action
Ice Age,2002-03-14,59000000,383257136,81,17.4335,7.362,13631,True,Chris Wedge,Ray Romano,324257136,0.8460563562735594,Blue Sky Studios,Animation,Comedy,Family
Shrek 2,2004-05-19,150000000,935454538,92,17.2922,7.295,12695,True,Conrad Vernon,Mike Myers,785454538,0.8396501444947825,DreamWorks Animation,Animation,Family,Comedy
Fury,2014-10-15,68000000,211817906,135,17.2811,7.54,12311,False,David Ayer,Brad Pitt,143817906,0.6789695390530393,Columbia Pictures,War,Drama,Action
Life,2017-03-22,58000000,100541806,104,17.2769,6.4,7527,False,Daniel Espinosa,Jake Gyllenhaal,42541806,0.42312554043439404,Columbia Pictures,Horror,Science Fiction,Mystery
Ratatouille,2007-06-28,150000000,623726000,111,17.2769,7.828,17534,False,Brad Bird,Patton Oswalt,473726000,0.7595097847452247,Pixar,Animation,Comedy,Family
Kingdom of the Planet of the Apes,2024-05-08,160000000,397378150,145,17.2588,7.1,3745,True,Wes Ball,Owen Teague,237378150,0.5973608513704138,20th Century Studios,Science Fiction,Adventure,Action
IF,2024-05-08,110000000,190309707,104,17.1443,7.056,1368,False,John Krasinski,Cailey Fleming,80309707,0.421994801347679,Paramount Pictures,Comedy,Fantasy,Family
Cruella,2021-05-26,200000000,233503234,134,17.1072,8.0,9590,True,Craig Gillespie,Emma Stone,33503234,0.14348081363190027,Walt Disney Pictures,Comedy,Crime,Adventure
Inside Out,2015-06-17,175000000,857611174,95,17.0903,7.9,22538,True,Pete Docter,Amy Poehler,682611174,0.7959448228924312,Pixar,Animation,Family,Adventure
Iron Man,2008-04-30,140000000,585174222,126,17.0482,7.652,27008,True,Jon Favreau,Robert Downey Jr.,445174222,0.7607550115220215,Marvel Studios,Action,Science Fiction,Adventure
Nobody,2021-03-18,17000000,61779301,91,16.9879,7.924,7434,True,Ilya Naishuller,Bob Odenkirk,44779301,0.7248269286827962,87North Productions,Action,Thriller,
The Batman,2022-03-01,185000000,772319315,177,16.928,7.656,10941,True,Matt Reeves,Robert Pattinson,587319315,0.7604617722139968,6th & Idaho Motion Picture Company,Crime,Mystery,Thriller
Elemental,2023-06-14,200000000,496444308,102,16.9248,7.616,4815,False,Peter Sohn,Leah Lewis,296444308,0.5971350728025671,Walt Disney Pictures,Animation,Comedy,Family
Me Before You,2016-06-01,20000000,207945075,110,16.9176,7.93,12666,False,Thea Sharrock,Emilia Clarke,187945075,0.903820756514671,New Line Cinema,Drama,Romance,
Fall,2022-08-11,3000000,17363261,107,16.8627,7.138,4145,True,Scott Mann,Grace Caroline Currey,14363261,0.8272213957965615,Tea Shop Productions,Thriller,,
Fifty Shades Freed,2018-01-17,55000000,371985018,105,16.8601,6.695,8134,True,James Foley,Dakota Johnson,316985018,0.8521445828767222,Universal Pictures,Drama,Romance,
The Lord of the Rings: The Two Towers,2002-12-18,79000000,926287400,179,16.763,8.406,22622,True,Peter Jackson,Elijah Wood,847287400,0.9147132952472419,New Line Cinema,Adventure,Fantasy,Action
Maleficent,2014-05-28,180000000,758539785,97,16.4794,7.089,13303,True,Robert Stromberg,Angelina Jolie,578539785,0.7627019655930111,Walt Disney Pictures,Fantasy,Adventure,Action
The Nun II,2023-09-06,38500000,269670590,110,16.4154,6.709,2184,True,Michael Chaves,Taissa Farmiga,231170590,0.8572332266562698,New Line Cinema,Horror,,
Venom,2018-09-28,116000000,856085151,112,16.3431,6.828,16570,True,Ruben Fleischer,Tom Hardy,740085151,0.8644994602879171,Matt Tolmach Productions,Science Fiction,Action,
The Equalizer,2014-09-24,55000000,192330738,132,16.3247,7.28,9346,True,Antoine Fuqua,Denzel Washington,137330738,0.7140342694468318,Lonetree Entertainment,Thriller,Action,Crime
Pirates of the Caribbean: On Stranger Tides,2011-05-15,379000000,1046721266,136,16.3181,6.56,14324,True,Rob Marshall,Johnny Depp,667721266,0.6379169772213265,Walt Disney Pictures,Adventure,Action,Fantasy
Inglourious Basterds,2009-08-02,70000000,321457747,153,16.2705,8.215,22893,False,Quentin Tarantino,Brad Pitt,251457747,0.7822419877782569,Universal Pictures,Drama,Thriller,War
Jurassic World,2015-06-06,150000000,1671537444,124,16.2593,6.695,20719,True,Colin Trevorrow,Chris Pratt,1521537444,0.9102622555429875,Amblin Entertainment,Action,Adventure,Science Fiction
Heretic,2024-10-31,10000000,51913394,111,16.2407,7.016,1766,False,Scott Beck,Hugh Grant,41913394,0.8073714849004093,A24,Horror,Thriller,
Knives Out,2019-11-27,40000000,312897920,131,16.0412,7.842,12892,True,Rian Johnson,Daniel Craig,272897920,0.8721627807561009,Lionsgate,Comedy,Crime,Mystery
The Nun,2018-09-05,22000000,366082797,96,16.0172,5.9,6807,True,Corin Hardy,Taissa Farmiga,344082797,0.9399043053093806,New Line Cinema,Horror,,
Pirates of the Caribbean: At World's End,2007-05-19,300000000,961691209,169,15.9996,7.259,14731,True,Gore Verbinski,Johnny Depp,661691209,0.6880495556240444,Jerry Bruckheimer Films,Adventure,Fantasy,Action
Kingdom of Heaven,2005-05-03,130000000,218366336,144,15.9396,7.0,4491,False,Ridley Scott,Orlando Bloom,88366336,0.4046701410972065,Scott Free Productions,Drama,Action,Adventure
Guardians of the Galaxy Vol. 3,2023-05-03,250000000,845600000,150,15.8235,7.942,7394,True,James Gunn,Chris Pratt,595600000,0.7043519394512772,Marvel Studios,Science Fiction,Adventure,Action
Watchmen,2009-03-04,130000000,185258983,163,15.8129,7.339,9442,False,Zack Snyder,Malin Åkerman,55258983,0.2982796413170421,Warner Bros. Pictures,Mystery,Action,Science Fiction
The Conjuring 2,2016-06-08,40000000,322811702,134,15.7583,7.291,8610,True,James Wan,Patrick Wilson,282811702,0.8760887546759379,New Line Cinema,Horror,,
The Brutalist,2024-12-20,9600000,50145227,215,15.7129,7.02,1098,False,Brady Corbet,Adrien Brody,40545227,0.8085560565913881,Brookstreet Pictures,Drama,,
Wrath of Man,2021-04-22,40000000,103966489,118,15.6844,7.612,5598,False,Guy Ritchie,Jason Statham,63966489,0.6152606442254677,Miramax,Action,Crime,Thriller
Civil War,2024-04-10,50000000,126542249,109,15.6385,6.859,3609,False,Alex Garland,Kirsten Dunst,76542249,0.6048750484907218,DNA Films,War,Action,Drama
Troy,2004-05-13,175000000,497409852,163,15.5856,7.164,10466,False,Wolfgang Petersen,Brad Pitt,322409852,0.6481774550778299,Warner Bros. Pictures,War,Action,History
Challengers,2024-04-18,55000000,94182533,132,15.5768,6.957,2208,False,Luca Guadagnino,Zendaya,39182533,0.41602759823841223,Pascal Pictures,Drama,Romance,
Mad Max: Fury Road,2015-05-13,150000000,378858340,121,15.5465,7.623,23129,True,George Miller,Tom Hardy,228858340,0.6040736492695397,Warner Bros. Pictures,Action,Adventure,Science Fiction
The Dark Knight Rises,2012-07-17,250000000,1081041287,165,15.5451,7.8,23261,True,Christopher Nolan,Christian Bale,831041287,0.7687414874840021,Syncopy,Action,Crime,Drama
Azrael,2024-09-27,12000000,631272,86,15.5163,6.0,313,False,E.L. Katz,Samara Weaving,-11368728,-18.009238489906096,C2 Motion Picture Group,Action,Horror,Thriller
The Karate Kid,2010-06-10,40000000,359126022,140,15.4529,6.558,6208,True,Harald Zwart,Jaden Smith,319126022,0.8886184861313113,Jerry Weintraub Productions,Action,Adventure,Drama
Taken,2008-02-18,25000000,226830568,94,15.3598,7.395,11505,True,Pierre Morel,Liam Neeson,201830568,0.8897855777533475,EuropaCorp,Action,Thriller,
Gone Girl,2014-10-01,61000000,370890259,149,15.3159,7.889,19051,False,David Fincher,Ben Affleck,309890259,0.8355308652093772,20th Century Fox,Mystery,Thriller,Drama
Annabelle,2014-10-02,6500000,257589952,99,15.295,5.783,6227,True,John R. Leonetti,Annabelle Wallis,251089952,0.9747660964663715,Atomic Monster,Horror,,
The Twilight Saga: Breaking Dawn - Part 1,2011-11-16,110000000,712171856,117,15.2076,6.196,8927,True,Bill Condon,Kristen Stewart,602171856,0.8455428994093808,Summit Entertainment,Adventure,Fantasy,Romance
The Crow,2024-08-21,50000000,24109036,111,15.199,5.848,1065,False,Rupert Sanders,Bill Skarsgård,-25890964,-1.0739112090587115,Davis Films,Action,Fantasy,Horror
Her,2013-12-18,23000000,47351251,126,15.1903,7.849,14577,False,Spike Jonze,Joaquin Phoenix,24351251,0.5142683769854359,Annapurna Pictures,Romance,Science Fiction,Drama
World War Z,2013-06-19,200000000,531865000,116,15.1548,6.821,15731,False,Marc Forster,Brad Pitt,331865000,0.6239647278914762,GK Films,Action,Horror,Science Fiction
A Quiet Place: Day One,2024-06-26,67000000,261907653,100,15.1322,6.723,2797,False,Michael Sarnoski,Lupita Nyong'o,194907653,0.7441846420577867,Paramount Pictures,Horror,Science Fiction,Thriller
The Twilight Saga: Breaking Dawn - Part 2,2012-11-13,120000000,829747654,115,15.092,6.463,9045,True,Bill Condon,Kristen Stewart,709747654,0.8553777170426323,Summit Entertainment,Adventure,Fantasy,Drama
Smile,2022-09-23,17000000,217408513,115,15.0793,6.7,3595,True,Parker Finn,Sosie Bacon,200408513,0.9218061898063762,Paramount Players,Horror,Mystery,
The Prestige,2006-10-17,40000000,109676311,130,15.0748,8.204,16554,False,Christopher Nolan,Hugh Jackman,69676311,0.6352904320423396,Warner Bros. Pictures,Drama,Mystery,Science Fiction
Spider-Man 3,2007-05-01,258000000,894983373,139,15.0736,6.439,14480,True,Sam Raimi,Tobey Maguire,636983373,0.7117264881299644,Laura Ziskin Productions,Action,Adventure,Science Fiction
Pride & Prejudice,2005-09-16,28000000,124604345,127,15.0594,8.065,8269,False,Joe Wright,Keira Knightley,96604345,0.7752887349153034,StudioCanal,Drama,Romance,
Up,2009-05-28,175000000,735099082,96,15.0427,7.957,20700,False,Pete Docter,Ed Asner,560099082,0.7619368541124093,Pixar,Animation,Comedy,Family
Beetlejuice Beetlejuice,2024-09-04,99000000,451900435,105,15.0223,7.014,2564,True,Tim Burton,Michael Keaton,352900435,0.7809251942853297,Warner Bros. Pictures,Horror,Comedy,Fantasy
Captain America: Civil War,2016-04-27,250000000,1155046416,147,14.925,7.446,23159,True,Joe Russo,Chris Evans,905046416,0.7835584816878909,Marvel Studios,Adventure,Action,Science Fiction
A Quiet Place,2018-04-03,17000000,340955294,91,14.8565,7.4,14587,True,John Krasinski,Emily Blunt,323955294,0.9501400908002913,Paramount Pictures,Horror,Drama,Science Fiction
Now You See Me,2013-05-29,75000000,351723989,116,14.8417,7.334,15819,True,Louis Leterrier,Mark Ruffalo,276723989,0.7867646155918014,Summit Entertainment,Thriller,Crime,
Spider-Man: Into the Spider-Verse,2018-12-06,90000000,384298736,117,14.8206,8.4,16173,True,Bob Persichetti,Shameik Moore,294298736,0.7658071922463986,Columbia Pictures,Animation,Action,Adventure
Shang-Chi and the Legend of the Ten Rings,2021-09-01,150000000,432243292,132,14.8055,7.522,9768,False,Destin Daniel Cretton,Simu Liu,282243292,0.6529732149087926,Marvel Studios,Action,Adventure,Fantasy
Charlie and the Chocolate Factory,2005-07-13,150000000,475000000,115,14.7763,7.042,15481,False,Tim Burton,Johnny Depp,325000000,0.6842105263157895,Warner Bros. Pictures,Adventure,Comedy,Family
Turning Red,2022-03-10,175000000,21328962,100,14.7678,7.3,5414,False,Domee Shi,Rosalie Chiang,-153671038,-7.204806216073712,Walt Disney Pictures,Animation,Family,Comedy
